AcresBurned,AdminUnit,ConditionStatement,Counties,CountyIds,Extinguished,Injuries,Latitude,Longitude,Location,Name,PercentContained,PersonnelInvolved,SearchDescription,Status,UniqueId,ArchiveYear,Started,Ended,Cord,Fahrenheit,Month_Number,Month
58.0,East Contra Costa Fire Protection District,,Contra Costa,7,,,37.968494,-121.678172,"Sellers Ave and Delta Rd, 2 miles northeast of Brentwood",Sellers Fire,100.0,,"The Sellers Fire started on August 7, 2019 at Sellers Ave and Delta Rd, 2 miles northeast of Brentwood in Contra Costa County.",Finalized,e338f506-b9fa-44c0-ae64-324ed0e590d4,2019,8,9,"(37.968494, -121.678172)",73.9,8.0,August
55.0,Bureau of Land Management - Northern California District,,Lassen,18,2019-10-16T13:44:00Z,,40.387772,-120.304341,"Shaffer Mountain, Northeast of Susanville in Lassen County",Horse Fire,100.0,,"The Horse Fire started on October 13, 2019 at off of Shaffer Mountain 18 miles Northeast of Susanville.",Finalized,72c6a0db-a014-4cd9-9788-926707ef839c,2019,10,10,"(40.387772, -120.304341)",43.8,10.0,October
55.0,Bureau of Indian Affairs,,Riverside,33,2019-06-24T11:46:00Z,,33.57039,-116.1466,Off Avenue 66 in Thermal,66 Fire,100.0,,"The 66 fire started May 29, 2019 off Avenue 66 in Thermal (Riverside County) and burned 55 acres. ",Finalized,b4616173-5807-4c04-a416-5374139f3fcc,2019,5,6,"(33.57039, -116.1466)",67.2,5.0,May
53.0,CAL FIRE Sonoma Lake Napa Unit,"CAL FIRE and cooperating agencies made significant progress overnight by
completing containment lines around the fire. Smoke may be visible today from
smoldering heavy fuels well within the containment lines. Fire personnel will be
extinguishing these areas today, and will be checking the fire area over the next
several days. Safety is our number one priority.

<p>Evacuations remain as an advisory. 

<p>All roads are open in both directions. Use caution when driving in the fire area as equipment and personnel may be present.",Lake,17,2019-09-08T07:00:00Z,,38.955024,-122.833831,"Highway 29 and Cole Creek Road, South of Kelseyville",Oak Fire,100.0,74.0,"The Oak Fire started September 7, 2019 off Highway 29 and Cole Creek Road, south of Kelseyville in Lake County.",Finalized,25e65946-2e28-453b-bcb4-617b623be750,2019,9,9,"(38.955024, -122.833831)",66.6,9.0,September
52.0,Los Padres National Forest ,,San Luis Obispo,40,,,35.189783,-120.1755,"Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo",Ranch Fire,100.0,,"Ranch Fire started on October 1, 2019 off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo in San Luis Obispo County.",Finalized,e2a0252b-2da9-4967-ba33-7abe3ced1efa,2019,10,10,"(35.189783, -120.1755)",62.0,10.0,October
52.0,Unified Command: CAL FIRE San Diego County Fire & Lakeside Fire Protection District ,An evacuation order has been issued for 14000 block of Willow Road.,San Diego,37,2019-09-25T20:00:00Z,,32.87833333,-116.88,"near 14000 block of Willow Rd, Northeast Lakeside ",Willow Fire,100.0,,"Willow Fire started September 25, 2019 near 14000 block of Willow Rd, Northeast Lakeside in San Diego County.",Finalized,abdb011f-15d8-475b-b08e-4df583700411,2019,9,9,"(32.87833333, -116.88)",72.7,9.0,September
50.0,CAL FIRE San Diego ,,San Diego,37,,,32.564583,-116.83458300000001,"off of Border road and Canyon Road, Southeast of Chula Vista ",Copper Fire,100.0,,"Copper Fire started on October 30, 2019 off of Border road and Canyon Road, Southeast of Chula Vista in San Diego County.",Finalized,e471b23c-f00c-44bc-afc1-6ab02b0af4c3,2019,10,11,"(32.564583, -116.83458300000001)",65.4,10.0,October
50.0,Contra Costa Fire Department ,,Contra Costa,7,2019-10-28T16:26:00Z,,37.97911,-122.11092,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",Forest Fire,100.0,,"The Forest Fire started October 27, 2019 off Alhambra Ave and Alhambra Hills Dr, near Martinez in Contra Costa County",Finalized,b36ed23e-a3de-4aff-bdbc-d6ebf8d8f077,2019,10,10,"(37.97911, -122.11092)",64.2,10.0,October
50.0,CAL FIRE Amador-El Dorado Unit,,Sacramento,34,2019-08-02T17:00:00Z,,38.622058,-121.11409499999999,off White Rock Road and Prairie City Road ,Prairie Fire ,100.0,,"The Prairie Fire started on August 2, 2019 off White Rock Road and Prairie City Road  in Sacramento County.",Finalized,a0d95805-48db-467e-8dd5-db761eb5ae74,2019,8,8,"(38.622058, -121.11409499999999)",78.5,8.0,August
50.0,CAL FIRE Sonoma-Lake-Napa Unit,,Napa,28,2019-06-17T08:46:00Z,,38.63047,-122.47282,"Pope Valley Rd, northeast of Calistoga",Ink Fire,100.0,,"The Ink Fire started on June 8, 2019 off Pope Valley Road, northeast of Calistoga in Napa County.  The fire was contained on June 9, 2019.",Finalized,78c1dacb-653a-42fe-b025-ab80ec4996bd,2019,6,6,"(38.63047, -122.47282)",71.2,6.0,June
50.0,CAL FIRE Butte Unit,"A report of smoke showing in the foothills north of Chico was called in to the Emergency Command Center
after 4:30 pm on 5/1/19. Crews made access to a remote private property and found a fire burning
approximately 10 acres of grass and oak woodland with a slow rate of spread. By 6:30 pm firefighters had
stopped the forward progress of the fire.",Butte,4,2019-05-08T08:47:00Z,,39.85484,-121.905,"Off Munjar Rd, north of Chico",Meridian Fire,100.0,,"The Meridian Fire started on May 1, 2019 off Munjar Lane, north of Chico (Butte County).",Finalized,398bb669-190d-4dbf-9af0-6ccb27817c13,2019,5,5,"(39.85484, -121.905)",61.2,5.0,May
47.0,CAL FIRE Santa Clara Unit ,,Santa Clara,43,2019-07-15T18:19:00Z,,37.32555556,-121.76444444,"Off Aborn Road and Murillo Avenue, East San Jose ",Aborn Fire,100.0,,"Aborn Fire started on July 15,2019 off Aborn Road and Murillo Avenue, East San Jose in Santa Clara County.",Finalized,42dab7c3-458f-4838-b70f-d5bb3d0f0b80,2019,7,7,"(37.32555556, -121.76444444)",70.2,7.0,July
47.0,CAL FIRE Tulare Unit ,,Tulare,54,2019-06-11T17:18:00Z,,35.89593,-118.94106000000001,Off Mountain Road 56 East of Ducor ,Springs Fire,100.0,,"Springs Fire off  Mountain Road 56 East of Ducor is 47 acres. It was contained on June 11, 2019. ",Finalized,b671965d-2369-4107-98fe-432eab6ffdc0,2019,6,6,"(35.89593, -118.94106000000001)",67.4,6.0,June
46.0,CAL FIRE Shasta-Trinity Unit,,Shasta,45,2019-08-13T16:15:00Z,,40.46968,-122.54364,Gas Point Rd & Lower Gas Point Rd in Igo,Lower Fire,100.0,,,Finalized,618ca03c-28fd-4d66-abf3-d065d72d8cb4,2019,8,8,"(40.46968, -122.54364)",74.1,8.0,August
46.0,CAL FIRE Tehama - Glenn Unit,,Tehama,52,2019-06-24T11:43:00Z,,39.97083,-122.48277,"off Corning Road and Paskenta Road, West of Corning",Paskenta Fire,100.0,,"The Paskenta Fire started June 23, 2019 off Corning Road and Paskenta Road, West of Corning in Tehama County and burned 46 acres. It was contained June 23, 2019. ",Finalized,50328016-5e03-4e90-bff0-95d36942728f,2019,6,6,"(39.97083, -122.48277)",73.3,6.0,June
45.0,CAL FIRE/ Riverside County Fire,,Riverside,33,2019-06-03T08:48:00Z,,33.69078,-114.57265,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",Diversion Fire,100.0,,"The Diversion Fire started on May 30, 2019 near the Intersection of Highway 95 and 2nd Avenue, in Blythe (Riverside county) and burned 45 acres. It was contained on May 30, 2019. ",Finalized,e354cde8-d0e6-4150-9f6b-1c12045e77d0,2019,5,6,"(33.69078, -114.57265)",67.2,5.0,May
44.0,CAL FIRE Tuolumne Calaveras Unit,,San Joaquin,39,2019-09-05T19:56:00Z,,38.017138,-120.945044,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",Flood Fire ,100.0,,"Flood Fire started on September 5, 2019 near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras in San Joaquin County.",Finalized,3d4c2809-cd37-4f07-b86e-68dcd52c7434,2019,9,9,"(38.017138, -120.945044)",72.1,9.0,September
43.0,CAL FIRE San Benito - Monterey Unit,,Monterey,27,2019-06-17T08:46:00Z,,35.97059,-120.88241000000001,near San Ardo,Ardo Fire,100.0,,"The Ardo Fire started on June 12, 2019 near San Ardo (Monterey County) and burned 43 acres. It was contained on June 12, 2019.",Finalized,20ccd7ec-de69-4967-9877-db5e143fe99a,2019,6,6,"(35.97059, -120.88241000000001)",67.5,6.0,June
42.0,Los Angeles Fire Department ,,Los Angeles,19,2019-10-31T14:16:00Z,,34.055768,-118.55409099999999,"North Palisades Dr., Pacific Palisades",Palisades Fire,100.0,,"The Palisades fire started off North Palisades Dr., Pacific Palisades in Los Angeles County.",Finalized,24eb323e-b97f-4087-886b-7efae8937bae,2019,10,11,"(34.055768, -118.55409099999999)",64.3,10.0,October
42.0,CAL FIRE Shasta-Trinity Unit,,Shasta,45,2019-10-10T19:05:00Z,,40.4988,-122.19911,Millville Plains Road and Sprig Road in Millville,Plains Fire,100.0,,"The Plains Fire started October 10, 2019 off Millville Plains Road and Sprig Road in Millville in Shasta County.",Finalized,f20ba27e-4c6c-4ca9-a356-ef88c4f788bb,2019,10,10,"(40.4988, -122.19911)",54.4,10.0,October
38.0,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,58,,,39.06066,-121.35014,"Camp Far West rd & Nisenan Ln, northeast of Wheatland",Far Fire,100.0,,,Finalized,2d3b577c-7b58-4ee3-9e21-cbec5abd8ce4,2019,7,7,"(39.06066, -121.35014)",77.3,7.0,July
35.0,CAL FIRE Santa Clara Unit,,Santa Clara,43,,,37.034183,-121.45597,at Jamieson Road and Cañada Road near Gilroy,Jamieson Fire,100.0,,"The Jamieson fire started on August 25, 2019 at at Jamieson Road and Cañada Road near Gilroy in Santa Clara County.",Finalized,19343958-2921-41d2-a3f8-501badcd0bee,2019,8,8,"(37.034183, -121.45597)",72.4,8.0,August
35.0,CAL FIRE Amador-El Dorado Unit,"Fire crews will continue to patrol the area and mop up hot spots throughout the
night.",El Dorado,9,2019-08-16T10:35:00Z,,38.652475,-120.82616499999999,"Patterson Drive, south of Placerville",Patterson Fire,100.0,10.0,"The Patterson Fire started August 15, 2019 off Patterson Drive, south of Placerville in El Dorado county.",Finalized,2760040b-e17b-430f-b581-a81694b450ac,2019,8,8,"(38.652475, -120.82616499999999)",72.0,8.0,August
35.0,Klamath National Forest,,Siskiyou,47,,,41.838,-122.845,Hwy 96 near the Klamath River Community Hall,Community Fire,100.0,,,Finalized,ee681e0b-54a3-48ad-900c-8037eeb88159,2019,7,10,"(41.838, -122.845)",66.5,7.0,July
35.0,CAL FIRE Santa Clara Unit,,Santa Clara,43,2019-06-17T08:46:00Z,,37.44422,-121.84082,Calaveras Road and Weller Road East of Milpitas,Calaveras Fire ,100.0,,"The Calaveras Fire started on June 10,2019 off Calaveras Road and Weller Road East of Milpitas in Santa Clara County.  This fire was contained on June 12, 2019.",Finalized,0cd5a369-2f91-4786-9df1-98ece3e9e78c,2019,6,6,"(37.44422, -121.84082)",68.1,6.0,June
34.0,CAL FIRE Riverside Unit,,Riverside,33,,,33.854597,-117.27014399999999,Mead Valley ,Redwood Fire,100.0,,"The Redwood Fire started on September 12, 2019",Finalized,b277af3b-3785-44c1-bdfb-c5a5ba766d2b,2019,9,9,"(33.854597, -117.27014399999999)",79.9,9.0,September
34.0,CAL FIRE/Riverside County Fire Department,,Riverside,33,2019-08-23T23:00:00Z,,33.4506,-116.857817,Highway 371 cross of Yucca Road,Yucca Fire,100.0,,"The Yucca Fire started August 22, 2019 off Highway 371 cross of Yucca Road in Riverside County.",Finalized,46896a04-8502-403c-b362-e4adc9e7ad4d,2019,8,8,"(33.4506, -116.857817)",87.7,8.0,August
33.0,Beale Air Force Base,,Yolo,57,2019-08-10T15:07:00Z,,39.171091,-121.423281,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",Heavy Range Fire,100.0,,"The Heavy Range Fire started August 10 2019 near Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base Yuba County",Finalized,f044a406-06ab-457d-8a93-c52bb1930604,2019,8,8,"(39.171091, -121.423281)",78.0,8.0,August
33.0,CAL FIRE Tulare Unit,,Tulare,54,2019-06-04T16:03:00Z,,36.23012,-118.85712,off of Yokohl Drive in Tulare County ,Yokohl Fire,100.0,,"Yokohl Fire started on June 3, 2019 off of Yokohl Drive in Tulare County. It was contained on June 3, 2019.  
",Finalized,db2a5b4c-260b-4888-aeb3-663b8bf41106,2019,6,6,"(36.23012, -118.85712)",67.4,6.0,June
30.0,CAL FIRE San Luis Obispo County,,San Luis Obispo,40,2019-10-11T16:21:00Z,,35.709176,-120.31285600000001,Highway 46 and Bitterwater Rd,Bitter Fire,100.0,,"The Bitter fire started October 11, 2019 off Highway 46 and Bitterwater Rd in San Luis Obispo county.",Finalized,fd1bc30a-4377-45f6-ba2b-b4e1c7e65ee7,2019,10,10,"(35.709176, -120.31285600000001)",62.0,10.0,October
30.0,City of Vallejo Fire Department,,Solano,48,,,38.07944444,-122.25611111,"Off Tyler Road and Jennings Road, Southwest of Vallejo",Mare Fire,100.0,,"Mare Fire started on September 26, 2019 off Tyler Road and Jennings Road, Northeast of Vallejo in Solano County.",Finalized,178b2af3-340c-409d-80e6-21ac119969f0,2019,9,10,"(38.07944444, -122.25611111)",71.3,9.0,September
30.0,CAL FIRE Shasta-Trinity Unit,,Shasta,45,,,40.55924,-122.25408999999999,"Highway 44 and Gilbert Drive, Palo Cedro, East of Redding",Gilbert Fire,100.0,,"The Gilbert Fire started August 4, 2019 off Highway 44 and Gilbert Drive, Palo Cedro, East of Redding in Shasta County",Finalized,0f3326bd-4a0f-4351-b978-38eb29f4d490,2019,8,8,"(40.55924, -122.25408999999999)",74.1,8.0,August
30.0,CAL FIRE Shasta-Trinity Unit,,Shasta,45,2019-07-06T20:03:00Z,,40.41741,-122.767256,Near Yolla Bolla Rd & Roaring Creek in Igo,Ranch Fire,100.0,,,Finalized,65330473-c21f-446b-a6f4-7bd76bf0ebdc,2019,7,7,"(40.41741, -122.767256)",73.4,7.0,July
30.0,Alameda County Fire,,Alameda,1,2019-06-24T11:06:00Z,,37.75427,-121.57382,off Grant Line Rd and Mountain House Rd,Mountain Fire,100.0,,"The Mountain Fire started June 21, 2019 off Grant Line Rd and Mountain House Rd in Alameda County and burned 30 acres. It was contained June 21, 2019. ",Finalized,bc5d73ab-3100-4117-9978-a99b8e3daf5c,2019,6,6,"(37.75427, -121.57382)",69.0,6.0,June
30.0,Palm Springs City Fire,,Riverside,33,2019-04-10T10:23:00Z,,0.0,0.0,"Hwy 111 and Tramway Rd, Palm Springs",Girasol Fire,100.0,,"The Girasol Fire started on April 9, 2019 at Hwy 111 and Tramway Rd, Palm Springs, Riverside County.",Finalized,3b5c5d57-f61d-4c7d-a966-9d522c77e8fc,2019,4,4,"(0.0, 0.0)",67.8,4.0,April
30.0,CAL FIRE Humbolt-Del Norte Unit,,Humboldt,12,2019-01-15T10:38:00Z,,40.61805556,-123.67555556,"Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek",Pilot Fire,100.0,,"The Pilot Fire started on January 1, 2019 off Pilot Ridge Rd & USFS Route 1, southwest of Willow Creek (Humboldt County). It was contained on January 2, 2019 at 30 acres.",Finalized,6004d3e5-66f8-487a-80a4-689d3852378c,2019,1,1,"(40.61805556, -123.67555556)",46.0,1.0,January
29.0,CAL FIRE Santa Clara Unit,,Santa Clara,43,2019-10-07T09:58:00Z,,37.066483000000005,-121.219163,Highway 152 and Dinosaur Point Rd ,Point Fire ,100.0,,The Point Fire started off Highway 152 and Dinosaur Point Rd  in Santa Clara County.,Finalized,25e80e7d-5790-4192-9cf0-a190f36158f0,2019,10,10,"(37.066483000000005, -121.219163)",61.9,10.0,October
29.0,Kern County Fire Department ,,Kern,15,2019-08-06T18:43:00Z,,35.287372999999995,-118.623651,"Caliente Bodfish Rd, east of Bakersfield",Caliente Fire,100.0,,"The Caliente Fire started on August 5, 2019 off Caliente Bodfish Road, east of Bakersfield in Kern County.",Finalized,fbe088d0-2a17-4d04-aac7-0e32ac8a1ef7,2019,8,8,"(35.287372999999995, -118.623651)",80.7,8.0,August
28.0,Sonoma-Lake-Napa Unit,"Teamwork, training, and exceptional communication skills paid off for all agencies
involved as the Glass Fire reaches full containment on all seven fires. Heavy
equipment combined with fire personnel reinforced the containment lines to
completion. Favorable weather helped in advancing the mission quickly, and there
are no injuries to report. Expect to see fire personnel in the area checking these
fires for the next several days, as your safety is our number one concern",Lake,17,2019-09-05T10:03:00Z,,38.910498,-122.642572,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",Glass Fire,100.0,55.0,"Glass Fire started on September 4, 2019, Highway 29 and DNA Ridge Rock, Southwest of Clear Lake in Lake County.",Finalized,da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536,2019,9,9,"(38.910498, -122.642572)",66.6,9.0,September
28.0,CAL FIRE San Diego County Fire Unit,,San Diego,37,2019-06-30T16:50:00Z,,32.62305556,-116.91416667,"East of the Lower Otay Reservoir, East of Chula Vista",Otay Fire,100.0,,"Otay Fire started on June 29, 2019 East of the Lower Otay Reservoir, East of Chula Vista in San Diego County.",Finalized,c51a2db5-6d0b-4b4a-8692-a6d73714829f,2019,6,7,"(32.62305556, -116.91416667)",70.3,6.0,June
27.0,CAL FIRE Nevada-Yuba-Placer Unit ,,Placer,31,2019-06-11T14:50:00Z,,38.752629999999996,-121.39258999999998,Watt Ave near Baseline Road ,Watt Fire,100.0,,"Watt Fire off Watt ave near Baseline Road in Placer County. It was contained on June 7, 2019.",Finalized,24997ef5-a558-4ea6-8a96-b3cdff79fe2b,2019,6,6,"(38.752629999999996, -121.39258999999998)",66.2,6.0,June
26.0,CAL FIRE / Riverside County Fire,,Riverside,33,2019-05-24T14:23:00Z,,33.81678,-117.18194,"Off Foothill Avenue & Orange Avenue, in Nuevo",Foothill Fire,100.0,,"The Foothill Fire started on May 20, 2019 off Foothill Avenue & Orange Avenue, in Nuevo (Riverside County). It burned 26 acres, and was contained on May 20, 2019.",Finalized,9d7c5ad0-6682-430a-b4d1-d39cfea73a29,2019,5,5,"(33.81678, -117.18194)",67.2,5.0,May
25.0,CAL FIRE Sonoma-Lake-Napa Unit,"Evacuations have been lifted for the areas north of Spruce Grove Rd and south of Noble Ranch Rd, Hwy 29 is closed in the area.",Lake,17,,,38.88913,-122.604425,Hwy 29 and Spruce Grove Road in Lake County,Grove Fire,100.0,,"The Grove Fire started on October 17, 2019 off  Hwy 29 and Spruce Grove Road in Lake County.",Finalized,df7805d1-682e-4a3d-b917-1bbab5e078ef,2019,10,1,"(38.88913, -122.604425)",59.2,10.0,October
25.0,CAL FIRE Fresno-Kings Unit,,Fresno,10,,,36.154184,-120.634179,"Hwy 198 x Frame Rd, east of Monterey County Line",Frame Fire,100.0,,"The Frame Fire started on September 30, 2019 off Hwy 198 x Frame Rd, east of Monterey County Line (Fresno County)",Finalized,05b9432b-a5cf-4a8f-bf0e-9b95a04bbdde,2019,9,10,"(36.154184, -120.634179)",66.4,9.0,September
25.0,CAL FIRE San Diego Unit,Air and ground resources have made progress in slowing the rate of spread.,Mexico,"62,37",2019-08-28T08:54:00Z,,32.557546,-116.87395500000001,Mexico / California International border in the area east of the Otay port of entry.,Border 10 Fire,100.0,,"The Border 10 fire started on August 25, 2019 at the Mexico / California International border in the area east of the Otay port of entry.",Finalized,808c34bb-4e64-4eb5-9c3e-2a1e58195074,2019,8,8,"(32.557546, -116.87395500000001)",,,
25.0,CAL FIRE San Diego Unit,Air and ground resources have made progress in slowing the rate of spread.,San Diego,"62,37",2019-08-28T08:54:00Z,,32.557546,-116.87395500000001,Mexico / California International border in the area east of the Otay port of entry.,Border 10 Fire,100.0,,"The Border 10 fire started on August 25, 2019 at the Mexico / California International border in the area east of the Otay port of entry.",Finalized,808c34bb-4e64-4eb5-9c3e-2a1e58195074,2019,8,8,"(32.557546, -116.87395500000001)",77.6,8.0,August
25.0,CAL FIRE Santa Clara Unit,,Alameda,1,2019-07-05T03:20:00Z,,37.469,-121.3697,"Christensen Road, Near Bethany Reservoir ",Bikeway Fire,100.0,,"The Bikeway Fire started July 4, 2019 off Christensen Road, Near Bethany Reservoir in Alameda County.",Finalized,65e8fbe1-5300-4c90-9f48-0e7bfe55b1bc,2019,7,7,"(37.469, -121.3697)",70.3,7.0,July
25.0,CAL FIRE Tulare Unit,,Tulare,54,2019-06-11T14:48:00Z,,36.14246,-118.80582,Off of Balch Park Rd in Springville,Bear Fire,100.0,,"Bear Fire off of Balch Park Rd in Springville in Tulare County started on June 3, 2019. The fire was contained on June 5, 2019.",Finalized,e1f34f39-beea-4a6d-9ba6-64b6b55ff567,2019,6,6,"(36.14246, -118.80582)",67.4,6.0,June
24.0,CAL FIRE Santa Clara Unit,,Contra Costa,7,2019-07-05T14:58:00Z,,37.99837,-122.16201000000001, Franklin Canyon Rd. ,Fellow Fire,100.0,,"The Fellow fire started July 5, 2019 off Franklin Canyon Rd. in Contra Costa County.",Finalized,bc3e7037-5022-4e6a-8a1f-925c7e9aafc8,2019,7,7,"(37.99837, -122.16201000000001)",71.7,7.0,July
24.0,City of Fairfield,,Solano,48,2019-06-17T08:49:00Z,,38.21416,-122.12213999999999,Cordelia Road and Link Road ,Nelson Fire ,100.0,,"Nelson Fire off of Cordelia Road and Link Road in Fairfield in Solano County. Lead agency: City of Fairfield. This fire was contained on June 7, 2019.",Finalized,b433dceb-f5b4-4b46-8eb3-2aae9fc2d45a,2019,6,6,"(38.21416, -122.12213999999999)",72.7,6.0,June
23.0,CAL FIRE Santa Clara Unit,,Contra Costa,7,2019-06-11T14:47:00Z,,38.02503,-121.9763,"Highway 4 and Willow Pass Rd, 2 miles west of Bay Point",Willow Fire,100.0,,"The Willow Fire started on June 6, 2019 off Highway 4 and Willow Pass Rd, 2 miles west of Bay Point in Contra Costa County. This fire was contained on June 7, 2019.",Finalized,2e71d51a-49f1-4e86-82e2-054637efd1a5,2019,6,6,"(38.02503, -121.9763)",70.9,6.0,June
22.0,CAL FIRE/San Diego County Fire,,San Diego,37,2019-05-19T09:26:00Z,,32.557565999999994,-116.8663,off Tin Can Canyon along the border in Otay Mesa,Border Fire,100.0,,"The Border Fire started May 13, 2019 off Tin Can Canyon along the border in Otay Mesa (San Diego County) and burned 22 acres. It was contained May 14, 2019.",Finalized,a81e03a3-de18-48e4-93bf-f8da83a17927,2019,5,5,"(32.557565999999994, -116.8663)",59.8,5.0,May
21.0,CAL FIRE TCU,,Tuolumne,55,2019-08-08T17:12:00Z,,37.949746999999995,-120.42005800000001,"10,000 Block Preston Lane, Jamestown",Preston Fire,100.0,,"The Preston Fire started August 8 2019 in the 10000 Block Preston Lane, Jamestown Tuolumne County",Finalized,3e020c0d-e35b-4e01-96b7-a3c8e40fd281,2019,8,8,"(37.949746999999995, -120.42005800000001)",68.4,8.0,August
20.0,CAL FIRE Sonoma Lake Napa Unit & William Fire Department ,,Colusa,6,2019-08-14T18:51:00Z,,39.088333,-122.30916699999999,Off of Spring Valley Road and Highway 20,Spring Fire ,100.0,65.0,"Spring Fire started on August 14, 2019 off of Spring Valley Road and Highway 20 in Colusa County.",Finalized,f2a78d1c-66be-40f8-a2d8-5756eb265162,2019,8,8,"(39.088333, -122.30916699999999)",78.8,8.0,August
20.0,CAL FIRE/Riverside County Fire Department,,Riverside,33,2019-08-12T08:21:00Z,,33.909791999999996,-117.004667,David Mountain Radio Road at David Mountain Road in Beaumont,Radio Fire,100.0,,"The Radio Fire started August 12, 2019 off David Mountain Radio Road at David Mountain Road in Beaumont in Riverside County.",Finalized,073d3328-3d8c-459a-8ac8-5dc6095511ec,2019,8,8,"(33.909791999999996, -117.004667)",87.7,8.0,August
20.0,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,17,2019-08-11T10:28:00Z,,38.99174,-122.7751,"Soda Bay Road and Golf Drive, northwest of Clearlake",Golf Fire,100.0,,"The Golf fire started August 8, 2019 off Soda Bay Road and Golf Drive, northwest of Clearlake in Lake County.",Finalized,280f9652-7843-4275-9016-b95296fbf571,2019,8,8,"(38.99174, -122.7751)",74.9,8.0,August
20.0,CAL FIRE Riverside County Fire Department ,,Riverside,33,2019-07-11T08:26:00Z,,33.69055556,-116.95388899999999,Off of Girard Street and Quiet Hills Drive ,Gibbel Fire ,100.0,,"Gibbel Fire started on June 11, 2019 off of Girard Street and Quiet Hills Drive in Riverside County.",Finalized,6564081d-5ce7-4330-8ad7-2d1d976d778a,2019,7,7,"(33.69055556, -116.95388899999999)",86.7,7.0,July
20.0,CAL FIRE/Riverside County Fire Department,,Riverside,33,2019-06-27T17:36:00Z,,33.80493,-117.15738,Nuevo Road and Menifee Road,Nuevo Fire,100.0,,"The Nuevo fire started June 27, 2019 off Nuevo Road and Menifee Road in Riverside County.",Finalized,c6e38284-336a-4435-a3a1-b2b91ee84a91,2019,6,6,"(33.80493, -117.15738)",80.7,6.0,June
19.0,CAL FIRE Riverside County Fire Department ,,Riverside,33,2019-11-01T08:55:00Z,,33.849906,-117.46136299999999,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",Sobrante Fire ,100.0,,"Sobranta Fire started on November 1, 2019 off of La Sierra Ave and Tin Mine Road,  East of Corona in Riverside County.",Finalized,305f30f5-622d-4c55-8813-45ffbc15aed0,2019,11,11,"(33.849906, -117.46136299999999)",60.9,11.0,November
19.0,CAL FIRE / Riverside County Fire,,Riverside,33,2019-09-30T09:05:00Z,,33.703546,-117.033598,Warren Rd & Old Mine Rd in Hemet,Warren Fire,100.0,,"The Warren Fire started on September 29, 2019 off Warren Rd & Old Mine Rd in Hemet (Riverside County).",Finalized,1e85b2a3-0d55-4c3a-9fbb-5208d615cccd,2019,9,9,"(33.703546, -117.033598)",79.9,9.0,September
19.0,CAL FIRE Santa Clara Unit,,Alameda,1,2019-08-31T12:50:00Z,,37.718636,-121.65701100000001,eastbound 580 and North Flynn Road,Carroll Fire,100.0,,"The Carroll Fire started on August 31, 2019 at eastbound 580 adn North Flynn Road in Alameda County.",Finalized,40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e,2019,8,8,"(37.718636, -121.65701100000001)",72.7,8.0,August
18.0,CAL FIRE Santa Clara Unit ,,Stanislaus,50,2019-10-04T10:39:00Z,,37.429505999999996,-121.33646499999999,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,Del Fire,100.0,,The Del Fire off Del Puerto Canyon Road east of Frank Raines Park west of Patterson in Stanislaus County.,Finalized,2e4017ba-5c18-4de6-8098-54b2a6caf5bd,2019,10,10,"(37.429505999999996, -121.33646499999999)",62.9,10.0,October
17.0,CAL FIRE San Benito Monterey Unit ,,San Benito,35,2019-09-04T20:33:00Z,,36.732865999999994,-121.39478000000001,"off of Grass Valley Road and Cienega Road, in Hollister",Foster Fire ,100.0,,"Forest Fire started on September 4, 2019 off of  off of Grass Valley Road and Cienega Road, in Hollister in San Benito County.",Finalized,d8c705d2-2820-43d2-bee4-8335354bcab0,2019,9,9,"(36.732865999999994, -121.39478000000001)",69.5,9.0,September
17.0,CAL FIRE Santa Clara Unit,Forward progress stopped.,Santa Clara,43,2019-06-27T08:48:00Z,,37.494136,-121.534827,Mines Road and Turner Gulch in the San Antone Valley. ,Mines Fire,100.0,,,Finalized,7a0029c7-64c8-442d-8c7a-080a553e2b8e,2019,6,6,"(37.494136, -121.534827)",68.1,6.0,June
17.0,CAL FIRE Chico Butte Unit,,Butte,4,2019-06-24T11:06:00Z,,39.76242,-121.73658999999999,Humboldt Road and Highway 32,32 Fire,100.0,,The 32 Fire started June 15 2019 off Humboldt Road about one-half mile down from Highway 32 in Butte County. was contained on 6-15-2019,Finalized,921a69d2-ddde-4fd8-a874-f5ba15a4edd2,2019,6,6,"(39.76242, -121.73658999999999)",74.1,6.0,June
